movieId,title,genres
217511,Z (2019),Horror|Thriller
254490,Kids of the Night (2021),Comedy
145288,A Deadly Encounter (2004),Thriller
261975,Mickey's Rival (1936),Animation
160936,Entrega inmediata (1963),Comedy
235259,The Malibu Tapes (2019),Horror
276099,Nikamma (2022),Action|Comedy
287685,The Beloved Rogue (1927),Action|Adventure|Drama
72908,Devil in the Flesh (1947),Drama|Romance
173677,The Stepmother (1973),Drama
223137,Black Water: Abyss (2020),Adventure|Horror|Thriller
207786,The Massie Affair (2018),Documentary
214764,Dance With Me (2019),Comedy
267600,Badland Doves (2021),Western
216505,That Old Dream That Moves (2001),Comedy|Drama
146491,Hercules Against the Moon Men (1964),Action|Adventure|Fantasy
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western
243034,A Tale of Mari and Three Puppies (2007),Drama
177961,Big Shots (1982),Crime|Drama
101188,Central Park (1990),Documentary
169718,Undead or Alive: A Zombedy (2007),Action|Comedy|Horror
151597,Racing Extinction (2015),Action|Adventure|Documentary
107725,"Botany of Desire, The (2009)",Documentary
72733,Invictus (2009),Drama
43538,Rampo (a.k.a. The Mystery of Rampo) (1994),Drama|Mystery
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
131794,Monster High (1989),Comedy|Horror|Sci-Fi
151060,The Man in the Raincoat (1957),Comedy|Mystery
144866,Pillow to Post (1945),Comedy
142949,Nightbeast (1982),Horror|Sci-Fi
257843,Light Is Waiting (2007),Horror
5265,Death to Smoochy (2002),Comedy|Crime|Drama
273139,The Baby and the Battleship (1956),Comedy
82732,New York Confidential (1955),Crime|Drama|Film-Noir
203511,The Uncovering (2018),Drama|Thriller
214108,Munafik (2016),Horror
138642,"Back to Back, Face to Face (1994)",Drama
141260,Flashback - Mörderische Ferien (2000),Horror
26450,Treasure of the Yankee Zephyr (1981),Action|Adventure|Drama
249164,Excavator (2017),Drama
137962,Strange Fruit (2004),(no genres listed)
188585,Enissa Amani: Ehrenwort (2018),Comedy
153102,Egomania - Island Without Hope (1986),Drama
280222,Love Them All (2019),Drama
130196,The Neighbors (2012),Thriller
283931,Nuclear (2022),Documentary
230673,Don't Be Embarassed (2018),Comedy|Drama
188723,Trofim (1995),(no genres listed)
260953,Slap Happy Lion (1947),Animation|Comedy
81518,Afterwards (2008),Mystery
163625,The One (2011),Comedy|Drama|Romance
272957,The Viking Sagas (1995),Action|Adventure
193095,Male Companion (1964),Comedy
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime
192907,Bresson: Without a Trace (1965),Documentary
172229,Plain Clothes (1988),Comedy|Mystery|Romance|Thriller
3756,"Golden Bowl, The (2000)",Drama
194791,Speak Up (2017),Documentary
230537,Turkey Town (2018),Animation
181791,Grin and Bear It (1954),Animation|Children
4486,Clean and Sober (1988),Drama
63226,Repast (Meshi) (1951),Drama
136335,Scooby-Doo and the Alien Invaders (2000),Animation|Children
181029,The Kid from Spain (1932),Comedy|Romance
4672,"Tall Guy, The (1989)",Comedy|Romance
185101,Fallguy (1962),Crime
5131,How to Kill Your Neighbor's Dog (2000),Comedy|Drama
137587,Dog Star Man: Part IV (1964),(no genres listed)
177543,Blood Bath (1976),Horror
150387,Princess Arete (2001),Adventure|Animation|Fantasy
284517,Other Side of the Box (2018),Horror|Thriller
156266,Passport to Suez (1943),Comedy|Crime|Thriller
162818,Blood on the Land (1966),Adventure|Drama
26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),Horror|Mystery|Thriller
192399,Under Wraps (1997),Children|Comedy|Horror
102606,Drowsiness (Sennosc) (2008),Drama
288353,God Is a Bullet (2023),Action|Crime|Horror
208691,Chinatown Squad (1935),Action|Crime
161688,Berserker (2015),Crime|Mystery
140070,The Party at Kitty and Stud's (1970),(no genres listed)
8828,Dead Ringer (1964),Drama|Thriller
180121,The Life-Changing Magic of Tidying Up (2013),Drama
180259,Totem (1999),Horror
248386,"Thank You, Life (1991)",Drama
255691,Gene Kelly: Anatomy of a Dancer (2002),Documentary
143221,Find the Lady (1976),(no genres listed)
229325,Combat Wombat (2020),Action|Animation|Comedy
135809,Born Invincible (1978),Action
141040,Questi fantasmi (1962),Comedy
185613,Gymnastics for the tail (1979),(no genres listed)
217449,Kill Me Twice (2019),Drama|Thriller
159263,Under the Pyramid (2016),Adventure|Drama|Thriller
261635,Silence of the Heart (1984),Drama
165789,Love Me Forever (1935),Drama|Romance
2197,Firelight (1997),Drama
247316,The Country Doctor (1996),Animation|Drama|Fantasy
164373,Abattoir (2016),Horror|Thriller
174783,Kino-pravda no. 11 (1922),(no genres listed)
115889,"Deal, The (2007)",Action|Comedy|Thriller
91914,Mad Bastards (2010),Drama
162356,Sniper: Ghost Shooter (2016),Action|Drama|War
197667,Entangled (2014),Drama
282957,Stay on Board: The Leo Baker Story (2022),Documentary
76208,"Cremator, The (Spalovac mrtvol) (1969)",Comedy|Drama|Horror|Thriller
75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller
247360,H (2002),Drama|Mystery|Thriller
252458,Forgotten We’ll Be (2020),Drama
205475,Killing Michael Jackson (2019),Documentary
199412,Night of the Demons III (1997),Horror
153164,No Place to Go (2000),Drama
269918,Nothing to Hide (2017),Documentary
171287,Stewart Lee: 90s Comedian (2006),Comedy
66622,His Private Secretary (1933),Comedy|Romance
221122,One Man and His Shoes (2020),(no genres listed)
185187,Cirque du Soleil: Journey of Man (2000),Children|Drama
5794,Good Work (Beau travail) (1999),Drama
5175,Hidden Agenda (1990),Drama|Thriller
181695,No Men Allowed (2011),Comedy
156935,Dr. Kildare's Wedding Day (1941),Drama
157693,Pecos River (1951),Western
173087,Terror from the Year 5000 (1958),Sci-Fi
281,Nobody's Fool (1994),Comedy|Drama|Romance
281822,Neon Parallel 1996 (2015),Sci-Fi
59867,Lonelyhearts (1958),Drama|Film-Noir
289191,Degrassi Takes Manhattan (2010),Drama
183469,Memo (2016),Drama
150082,K3 en het IJsprinsesje (2006),Children
223582,I WeirDO (2020),Comedy|Romance
130554,Where the Lilies Bloom (1974),Children|Drama|Romance
153148,A Humble Life (1997),Children|Documentary|Fantasy|Sci-Fi
185477,"Georgia, Georgia (1972)",Drama|Romance
127307,All Together (2011),Comedy|Drama
255845,Split Second (1999),Drama
101666,"Night in Heaven, A (1983)",Drama|Romance
165403,My Bestfriend's Girlfriend (2008),Comedy|Drama|Romance
72516,"Plumm Summer, A (2007)",Adventure
220898,Macho (2016),Comedy
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller
55280,Lars and the Real Girl (2007),Comedy|Drama
90245,Antonio Gaudí (1985),Documentary
239132,Broken Drum (1949),Comedy|Drama
214724,Final Cut (2019),Horror
139347,Fear House (2008),Horror
291689,Les grands sentiments font les bons gueuletons (1973),Comedy
159708,Woman in Witness Protection (1997),(no genres listed)
275447,The 11th Commandment (1986),Horror|Thriller
197377,Tenacious D: Post-Apocalypto (2018),Comedy
289621,The Small Victories (2023),Comedy
242486,Golgo 13 (1973),Action|Crime
197615,Santa Jaws (2018),Action|Comedy|Fantasy
260881,Milk (1999),Comedy
132774,Francesca e Nunziata (2002),(no genres listed)
167096,Green is Gold (2016),Crime|Drama
123945,Basara: Princess Goh (1992),Drama
143168,Wild Life (2014),Drama
194278,How to Build a Time Machine (2016),Documentary
124883,Riders to the Stars (1954),Drama|Sci-Fi
54144,"Last Time, The (2006)",Comedy|Drama|Romance
233123,Deadly Desire (1991),Drama|Mystery
167456,Maula Jat (1979),(no genres listed)
195457,The History of White People in America (1985),Comedy
147980,Iceland (1942),(no genres listed)
165143,Silver Skies (2016),Comedy
193924,Kazablan (1974),Comedy|Drama|Romance
184179,Kadhalan (1994),Action|Drama|Romance
266264,The Cockeyed Cowboys of Calico County (1970),Action|Comedy|Romance|Western
186913,I Hate Love (2012),Romance
121767,"See You Tomorrow, Everyone (2013)",Drama
269538,Dragon Fury (2021),Fantasy|Horror|Mystery
271030,Whisky Romeo Zulú (2005),Drama
56176,Alvin and the Chipmunks (2007),Children|Comedy
227514,Zen Dog (2016),Drama
138036,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy
280736,Mazzaropi - O Vendedor de Linguiça (1962),Comedy
153198,Blush (2005),Drama|Fantasy|Romance
7049,Flying Down to Rio (1933),Comedy|Musical|Romance
211638,Beats of the Heart: Roots Rock Reggae (1977),Documentary
91904,"House Built on Water, A (Khanei ruye ab) (2003)",Thriller
175281,Tour De Pharmacy (2017),Comedy
191213,Encounter (2018),Sci-Fi
2442,Hilary and Jackie (1998),Drama
189211,The Redeeming (2018),Drama|Mystery|Thriller
175901,Mister Blot's Academy (1984),Children|Fantasy
152236,Trashed (2012),Documentary
203827,Getting Over (2018),Documentary
5752,Gregory's Girl (1981),Comedy|Romance
160030,Goliath and the Sins of Babylon (1963),Adventure
212935,You Can't Live Like That (1990),Documentary
103604,Cold Moon (Lune froide) (1991),Comedy|Drama
236379,A Woman's Work: The NFL's Cheerleader Problem (2019),Documentary
159712,Tales of a Golden Geisha (1990),Comedy|Drama
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
259953,No Regret (1993),Documentary
92477,Yes: 9012 Live (1985),Documentary|Musical
6813,"Ghost and Mr. Chicken, The (1966)",Comedy|Romance
280294,Nix (2022),Horror|Thriller
140305,Crossfire: Hate Is Like a Gun (2005),Documentary
244112,Fish School 2 (2019),(no genres listed)
26112,Behold a Pale Horse (1964),Drama|War
208615,Botinada: A Origem do Punk no Brasil (2006),Documentary
207209,Ravenswood (2017),Horror|Thriller
1473,Best Men (1997),Action|Comedy|Crime|Drama
2633,"Mummy, The (1932)",Horror|Romance
105364,Something in the Air (Après Mai) (2012),Action|Drama
166480,Eliminators (2016),Action|Thriller
163194,Davy Crockett and the River Pirates (1956),Action|Adventure|Children
264580,Psych 3: This Is Gus (2021),Comedy|Crime|Mystery
252370,Taylor Swift: The 1989 World Tour - Live (2015),Documentary
277488,Rise of the Teenage Mutant Ninja Turtles: The Movie (2022),Action|Animation|Comedy|Fantasy
182949,Sign of Zorro (1963),Adventure|Western
106107,Order and Disorder (2009),Documentary
212387,The Translators (2019),Thriller
188475,"Aphrodite, Goddess of Love (1958)",Drama
162862,Scenes from the Class Struggle in Portugal (1977),(no genres listed)
186111,Thomas & Friends: Tale of the Brave: The Movie (2014),Animation|Children
187553,Zero Patience (1993),Drama|Fantasy|Sci-Fi
109745,Black Hills (1947),Action|Adventure|Western
248640,Anne-Marie (1936),Drama
134953,The Listening Project (2008),Documentary
100344,No (2012),Drama
139493,L'arte della felicità (2013),Animation|Drama|Fantasy
173011,Lost Continent (1951),Sci-Fi
170889,I Am Not Madame Bovary (2016),Comedy|Drama
4609,Jacknife (1989),Drama
52891,"Flying Scotsman, The (2006)",Drama
90106,Pigskin Parade (1936),Musical
66506,Ping Pong Playa (2007),Comedy
90154,"Caller, The (2011)",Horror|Mystery|Thriller
186725,Punjabi House (1998),(no genres listed)
269874,Tanjuska and the 7 Devils (1993),Documentary|Horror
121929,Looking Forward (1933),Drama
25842,Topper (1937),Comedy|Fantasy|Romance
210017,The Rati Horror Show (2010),Documentary
219009,Negative (2017),Drama|Thriller
226148,Gloria mundi (2019),Drama
3711,Sarafina! (1992),Drama
139845,Fit (1994),(no genres listed)
187701,Onni von Sopanen (2006),Children
175215,Stigma (1972),Drama
188507,Runway Cop (2012),Comedy|Romance
55469,Graveyard of Honor (Shin jingi no hakaba) (2002),Action|Crime|Thriller
43415,As Tears Go By (Wong gok ka moon) (1988),Crime|Drama
6124,Savannah Smiles (1982),Comedy
283867,Buzkashi Boys (2012),(no genres listed)
6277,Winter Kills (1979),Drama
161242,Love in the Rough (1930),Comedy|Romance
188749,The Equalizer 2 (2018),Action|Crime|Thriller
103657,"Client List, The (2010)",Drama
192243,Contact (1992),Drama|Horror|Mystery|Thriller
185701,When I Was Alive (2014),Horror|Thriller
89021,Elvira Madigan (1967),Drama|Romance
226018,Princess of the Row (2020),Drama
143781,The Bishop's Bedroom (1977),Comedy|Crime|Drama
143633,The Witch (1966),Horror
174715,Australian Rules (2002),Drama
122282,Pride and Prejudice (1980),Comedy|Drama|Romance
149106,Elves (1989),(no genres listed)
202465,Pope Vs. Hitler (2017),Documentary|War
103563,Which Way Is the Front Line From Here?  The Life and Time of Tim Hetherington (2013),Documentary
191373,Poor Cinderella (1934),Animation|Comedy
278090,The Maid (2005),Drama|Horror|Thriller
201947,Earthflight (2013),Documentary
7821,Ice-Cold in Alex (1958),Adventure|Drama|War
140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),Comedy|Documentary
198605,L'autre Rio (2018),Documentary
4182,Tuff Turf (1985),Drama
227701,Womaneater (1958),Horror|Sci-Fi
221608,Fat Fiction (2020),Documentary
172057,The Seven Year Hitch (2012),Comedy|Romance
179805,Totally for Teens (2009),Comedy
187113,Troy the Odyssey (2017),Action|Adventure
196845,Journey to the Christmas Star (2012),Adventure|Children|Fantasy
162120,Shoot First (1953),Adventure|Crime|Thriller
168170,The Bosses (2015),(no genres listed)
202147,The Last (2019),(no genres listed)
213093,Coffee with Cinnamon (2018),Drama
2635,"Mummy's Curse, The (1944)",Horror
5549,Flaming Star (1960),Western
138332,La scuola è finita (2010),(no genres listed)
178487,The Big Man (1990),Drama
245414,Rosemary (1958),Comedy|Crime|Drama
121284,The Six Wives of Henry Lefay (2009),Comedy
153602,Misa mi (2003),Children|Drama
190373,Invitation au voyage (1982),Crime|Horror|Mystery|Thriller
8420,Possessed (1947),Drama|Film-Noir
276281,More Pep (1936),Animation|Comedy
256313,The Sea Stares at Us from Afar (2018),Documentary
100579,Universal Soldier: Day of Reckoning (2012),Action|Sci-Fi|Thriller
4986,Silent Rage (1982),Action|Sci-Fi
224999,Capulina vs. the Monsters (1974),Children|Comedy|Fantasy|Horror
236905,The Christmas Pact (2018),Romance
161768,Bimboland (1998),Comedy|Romance
149382,Ice Sculpture Christmas (2015),Romance
212757,Musical Singer (1985),Comedy|Drama|Romance
125894,Doubting Thomas (1935),Comedy
141022,Sfrattato cerca casa equo canone (1983),Comedy
169688,Painkillers (2015),Action|Sci-Fi|Thriller
186727,Amar Akbar Anthony (2015),Comedy|Drama
279440,We Are As Gods (2022),Documentary
237982,The Oak Room (2020),Thriller
82202,"Tourist, The (2010)",Drama|Thriller
96933,Despair (1978),Drama|Fantasy
137325,Chloé (1996),Drama|Romance
8902,Bug (1975),Horror|Mystery|Sci-Fi
242264,Bruno v Tyson (2021),Documentary
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy
139233,Sons of Liberty (2013),Action|Sci-Fi
52551,Redline (2007),Action
273815,Punjab 1984 (2014),Children|Drama
279666,The Lady Constables (1978),Action
220566,The Awakener (2018),Action|Crime|Drama|Thriller
86651,Here Comes the Navy (1934),Comedy|Drama|Romance
167148,Kyle Kinane: I Liked His Old Stuff Better (2015),Comedy
200444,The Great Challenge (2004),Action|Adventure|Drama
146810,The Story of Boys and Girls (1989),(no genres listed)
195903,Kitten from Lizyukova Street (1988),Animation|Children
176857,Ascent to Hell,(no genres listed)
149566,Unicorn City (2012),Comedy|Romance
279486,A Life On The Farm (2022),Documentary
1942,All the King's Men (1949),Drama
202910,Scream of the Demon Lover (1970),Horror
2144,Sixteen Candles (1984),Comedy|Romance
170613,One Hundredth of a Second (2006),Drama|War
154709,Hold That Baby! (1949),Comedy|Drama
158062,Daughter... Father... Daughter (2011),(no genres listed)
183151,Anna and the Apocalypse (2017),Comedy|Horror
52173,Ladies in Retirement (1941),Drama
198519,Mod Fuck Explosion (1994),Comedy|Horror
185011,The Man Who Would Not Die (1975),Mystery
178119,A Norml Life (2011),Documentary
5453,Lost in Yonkers (1993),Comedy|Drama
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite (2012),Comedy|Fantasy
128764,Nothing to Report (1973),War
114571,"Girl in Every Port, A (1928)",Comedy
49793,We Are Marshall (2006),Drama
204670,El nieto del Zorro (1948),(no genres listed)
804,She's the One (1996),Comedy|Romance
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
5875,Personal Velocity (2002),Drama
7028,Quick Change (1990),Comedy|Crime
215819,Under the Pavement Lies the Strand (1975),Drama
226718,For Eyes Only (1963),Drama|Thriller
6262,Unknown Pleasures (Ren xiao yao) (2002),Comedy|Drama
279266,Escape from Kabul (2022),Documentary
285875,Chor Nikal Ke Bhaga (2023),Crime|Thriller
141990,Wildeye (2015),(no genres listed)
90064,That Day (Ce jour-là) (2003),Comedy|Crime|Drama|Mystery
164612,Destroyer (1988),Horror|Thriller
159803,Below Zero (2011),Horror|Thriller
208507,Darlin' (2019),Horror|Thriller
289121,Tempo (1996),Drama
154628,On the Bowery (1957),Documentary
166005,La folle histoire de Max et Léon (2016),Comedy|War
6573,Avanti! (1972),Comedy|Drama
174787,Kino-pravda no. 9 (1922),(no genres listed)
33171,Mysterious Skin (2004),Drama|Mystery
157019,Should Ladies Behave (1933),Comedy|Drama
78898,"Big Hand for the Little Lady, A (1966)",Comedy|Drama|Western
249738,For the Sake of Vicious (2021),Action|Horror|Mystery
122770,Jack Frost (1979),Children
153744,Takaisin pintaan (2016),(no genres listed)
203875,Paranormal Calamity (2010),Comedy
225425,Pilgrim's Progress - Journey To Heaven (2008),(no genres listed)
5170,All About the Benjamins (2002),Action|Comedy|Crime
257835,The Running Jumping & Standing Still Film (1959),Comedy
241706,Jelena's Song,(no genres listed)
204074,Innocent Witness (2019),Drama
138978,Stealing Candy (2003),Thriller
111901,Cinderella (1914),Fantasy|Romance
224407,Steel Rain 2: Summit (2020),Action|Drama|Thriller
130178,Juggernaut (1936),(no genres listed)
164025,Burn Burn Burn (2015),(no genres listed)
178503,Rendez-vous à Kiruna (2013),Drama
204716,Miss in Her Teens (2014),Comedy
198839,Le nid (2018),Drama|Thriller
26599,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance
158671,CyberTracker (1994),Action|Sci-Fi
274027,Girls from Dubai (2021),Drama
207113,The 1st (2018),Comedy
154542,Too Fat Too Furious (2005),Action|Comedy|Crime|Drama|Romance
78536,In the Beginning (À l'Origine) (2009),Drama
2204,Saboteur (1942),Mystery|Thriller
163751,Shiloh 2: Shiloh Season (1999),Children|Drama
160962,Rabbit's Moon (1950),Drama
235613,Interception (2009),Action|Thriller
277318,Resistance Is Life (2017),Documentary
290715,The Bread of Those Early Years (1962),Drama|Romance
161006,"Out of Sight, Out of Mind (1990)",Horror|Mystery|Thriller
8380,Father Hood (1993),Comedy
276917,Fiddler's Journey to the Big Screen (2022),Documentary
124488,Santiago (2007),Documentary
211608,I Want to Deliver Your Voice (2017),Animation|Drama|Fantasy
239166,Battle in Space The Armada Attacks (2021),Sci-Fi
262571,Sensation of the Century (1966),Documentary
159473,Building a Broken Mousetrap (2006),(no genres listed)
166830,Marathon: The Patriots Day Bombing (2016),Documentary
198287,Without Apparent Motive (1971),Crime
122521,Spooky Buddies (2011),Children|Comedy
129068,Banklady (2013),Action|Crime|Drama|Romance
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
213337,Wendy (2020),Drama|Fantasy
282097,70 Is Just a Number (2021),Comedy
176025,Carry On Camping (1969),Comedy
261181,Thimmarusu: Assignment Vali (2021),Crime|Thriller
146614,Yuppi Du (1975),Comedy|Drama
232885,Survive The Hollow Shoals (2018),Horror
291529,Clando (1996),Drama
188937,Mad World (2016),Children|Drama
179197,Picture of Beauty (2017),Drama|Romance
213133,Wish Man (2019),(no genres listed)
94291,Judgment in Berlin (1988),Crime|Drama
195391,Kusama - Infinity (2018),Documentary
186677,Thenmavin Kombath (1994),Children|Comedy
265486,The Danube (2021),Drama
4397,Cannonball Run II (1984),Action|Comedy
137721,The Pigeon That Took Rome (1962),Comedy|War
188623,Burning (2018),Drama|Mystery
190303,The O'Briens (2013),Children|Comedy|Drama|Romance
290836,Royal Ashes (2022),Drama
2584,Foolish (1999),Comedy
352,Crooklyn (1994),Comedy|Drama
99964,Nameless Gangster (Bumchoiwaui junjaeng) (2012),Crime|Thriller
160255,The Lady Lies (1929),Drama
216285,1421: The Year China Discovered America? (2004),Documentary
53187,Beauty in Trouble (Kráska v nesnázích) (2006),Drama
123571,Jim Jefferies: Alcoholocaust (2010),Comedy
130688,The Happy Hooker Goes To Washington (1977),Comedy
225477,Arang (2006),Horror
212539,Kindred Spirits (2019),Drama|Horror
158524,West Point of the Air (1935),Drama
203753,Far from the Madding Crowd (1998),Drama|Romance
209431,The Apollo (2019),Documentary
147138,Robbery at 3 O'clock (1962),Comedy
194630,The Other Woman (2018),Comedy|Drama
159600,China and Sex (1994),Comedy|Drama
276239,Love & Gelato (2022),Comedy|Drama|Romance
5943,Maid in Manhattan (2002),Comedy|Romance
127673,Sweet Deceptions (1960),Drama|Romance
174749,Sicarivs: The Night and the Silence (2015),Crime|Drama|Thriller
217639,W. - Witse de Film (2014),Crime|Mystery|Thriller
146337,Seasick (1996),Drama|Thriller
197711,Us (2019),Horror|Thriller
105368,I Declare War (2012),Action|Comedy|Drama
2479,Gloria (1999),Drama|Thriller
26175,"St. Valentine's Day Massacre, The (1967)",Crime|Drama
86345,Louis C.K.: Hilarious (2010),Comedy
165747,Exchange,Horror
275851,The Last Days of Billy the Kid (2018),Western
64658,"Chamber of Death (Chambre des morts, La) (2007)",Crime|Mystery|Thriller
195507,No Regrets (2001),Comedy|Drama
167822,The Ideal (2016),Comedy
104285,"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009)",Comedy
97950,"Man with the Iron Fists, The (2012)",Action|Adventure|Crime
283309,Naadi Dosh (2022),Children|Drama|Romance
186167,Ice Sharks (2016),Action|Adventure|Horror|Sci-Fi
49035,Daddy Long Legs (1955),Musical|Romance
62334,"Wrong Man, The (1993)",Romance|Thriller
58933,Saawariya (2007),Drama|Musical|Romance
172983,In Search of Ancient Astronauts (1973),Documentary
229941,The Misogynists (2017),Comedy
287581,Lift (2001),Documentary
120869,Employees Leaving the Lumière Factory (1895),Documentary
260101,Rangle River (1936),Western
190765,Sanju (2018),Comedy|Drama
194777,The House of Violent Desire (2017),Horror|Mystery|Thriller
62511,"Synecdoche, New York (2008)",Comedy|Drama
153656,The French Woman (1977),Comedy|Drama
133270,One Little Pill (2014),Documentary|Drama
190249,W. Kamau Bell: Private School Negro (2018),(no genres listed)
158078,The Diary of Anne Frank (1995),Animation|Drama|War
118746,Death Occurred Last Night (1970),Crime|Drama
225415,Femme (2013),Documentary
201368,Long Shot (2019),Comedy
143795,Tolgo Il Disturbo (1990),Comedy
199614,David Searching (1997),Drama|Romance
137644,Her Harem (1967),(no genres listed)
76137,Lumiere and Company (Lumière et compagnie) (1995),Documentary
170583,The Birds II: Land's End (1994),Horror
137630,The Future Is Woman (1984),Drama
194516,The Heiresses (2018),Drama
136632,Jurassic City (2015),Action|Sci-Fi
2430,Mighty Joe Young (1949),Adventure|Children|Drama
146760,La ragazza di Bube (1963),Drama
195761,The World Before Your Feet (2018),Documentary
275129,Papier-mache (2020),Drama
161620,Clash (2016),(no genres listed)
123020,Secrets of an Actress (1938),Drama|Romance
95488,On the Road (2012),Adventure|Drama
256987,Where Are the Children? (1986),Drama|Mystery|Thriller
169776,Love on Delivery (1994),Action|Comedy
94672,Across the Line: The Exodus of Charlie Wright (2010),Crime|Drama
189099,Show Dogs (2018),Comedy
59995,Boy A (2007),Crime|Drama
158801,The Confrontation (1969),Drama
5143,"Lone Ranger, The (1956)",Adventure|Western
128690,Adult Camp (2015),Comedy
26344,French Connection II (1975),Action|Crime|Drama|Thriller
86583,Storm (2009),Drama
251750,Riña en un café (1952),Drama
120422,"Gaily, Gaily (1969)",Comedy
273761,Kampong Pisang Berbuah Dua Kali (2022),(no genres listed)
2604,Let it Come Down: The Life of Paul Bowles (1998),Documentary
258289,Madonna: Rebel Heart Tour (2016),Documentary
193966,The Merger (2018),Comedy
221262,Hiroshima (1953),Drama
211173,Breakaway (2019),Thriller
121079,Dangerously They Live (1941),Drama|Romance|Thriller|War
